RecipeName,Diet,TotalTimeInMins,Cuisine,Ingredients,energy_kcal_x,carb_g_x,protein_g_x,fat_g_x,fibre_g_x,cholesterol_mg_x,calcium_mg_x,potassium_mg_x,energy_kcal_y,carb_g_y,protein_g_y,fat_g_y,fibre_g_y,cholesterol_mg_y,calcium_mg_y,potassium_mg_y
थोउठे कोडल रेसिपी - Thouthe Kodel Recipe,vegetarian,70,Mangalorean,"['1 मंगलोरीयन ककड़ी - बीज निकलकर सीधा काट ले,2-1/2 कप इमली का पानी,1/2 कप अरहर दाल,1 छोटा चमच्च हल्दी पाउडर,नमक - स्वाद अनुसार,तेल - प्रयोग अनुसार,1 बड़ा चमच्च धनिये के बीज,1 छोटा चमच्च जीरा,1/2 छोटा चमच्च मेथी के दाने,1 छोटा चमच्च सफ़ेद उरद दाल,1/2 छोटा चमच्च पूरी काली मिर्च,1 कप नारियल - कस ले,3 सुखी लाल मिर्च - ब्यादगी,2 कली लहसुन,1 छोटा चमच्च तेल,1/2 छोटा चमच्च राइ,1 छोटा चमच्च सफ़ेद उरद दाल,2 सुखी लाल मिर्च,2 कली लहसुन,1 टहनी कढ़ी पत्ता']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karwar Style Kairichi Udid Methi Recipe (Raw Mango Methi Curry),vegetarian,30,Karnataka,"['2 mango (raw) - peeled and chopped,1 cup fresh coconut - grated,1 tablespoon white urad dal (split),1 teaspoon methi seeds (fenugreek seeds),1 tablespoon basmati rice,5 dry red chillies,1/2 teaspoon turmeric powder (haldi),curry leaves - few,1/2 teaspoon mustard seeds,asafoetida (hing) - a pinch,2 tablespoons jaggery - adjustable,salt - to taste,coconut oil - as required']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pepper Murukku Recipe - South Indian Style Chakli,vegetarian,60,South Indian Recipes,"['1 cup rice flour,2 tablespoons urad dal flour - (husk black gram flour),1 teaspoon butter (unsalted),1/2 teaspoon sesame seeds (til seeds),7 to 8 whole black peppercorns - freshly powdered,1 teaspoon sunflower oil - from  the oil used for frying the murukku,pinch asafoetida (hing),salt - to taste,sunflower oil - for frying']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orange Mocktail Recipe,vegetarian,20,Continental,"['1 cup fresh orange juice,1 tablespoon lemon juice,1 cup sprite - or 7 up or club soda or ginger ale,sugar - as required (optional),mint leaves (pudina) - few,ice cubes - as required,salt - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
कच्चा आम ककड़ी गाजर सलाद रेसिपी - Raw Mango Carrot Cucumber Salad Recipe With Peanuts,vegan,15,Indian,"['1/2 कप कच्चा आम - बारीक काट ले,1/2 कप गाजर - बारीक काट ले,1/2 कप ककड़ी - बारीक काट ले,1/3 कप टमाटर - बीज निकलकर बारीक काट ले,1/3 कप मूंगफली - सेक ले,2 बड़े चम्मच हरा धनिया - बारीक काट ले,2 बड़े चम्मच पुदीना - बारीक काट ले,नमक - स्वाद अनुसार,1/2 छोटा चम्मच काली मिर्च पाउडर,1/2 छोटा चम्मच चाट मसाला पाउडर,1/2 छोटा चम्मच जीरा पाउडर']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicken And Shrimp Bánh Xèo Recipe  -Vietnamese Stuffed Crepe,non vegeterian,65,Vietnamese,"['1 cup rice flour,1/2 teaspoon sugar,1/2 teaspoon salt,1/2 teaspoon turmeric powder (haldi),1 cup coconut milk,chilled water - as required,150 gram shrimps - peeled and deveined,salt - to taste,1/2 teaspoon black pepper powder - freshly ground,1 teaspoon lemon juice,1 teaspoon extra virgin olive oil,300 gram chicken breasts - cut into the pieces,2 teaspoons ginger garlic paste,1/2 teaspoon turmeric powder (haldi),1 teaspoon red chilli powder,1 teaspoon cumin powder (jeera),1 teaspoon garam masala powder,2-3 tablespoons sunflower oil,3 tablespoons roasted tomato pasta sauce,salt - to taste,1/2 teaspoon sugar,1 cup coriander (dhania) leaves - chopped,1 green bell pepper (capsicum) - julienned,1 carrots (gajjar) - julienned,1 cucumber - julienned,1 onion - julienned,1 tablespoon lemon juice,1 tablespoon extra virgin olive oil,salt - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kashmiri Chhir Chot Recipe- Rice Pancakes,vegetarian,30,Kashmiri,"['1 cup rice flour,salt - as required,1/2 teaspoon ajwain (carom seeds),water - as required,sunflower oil - for dosa']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chow Chow Sambar Recipe (Chayote Squash Sambar),high protein vegetarian,40,South Indian Recipes,"['1 cup arhar dal (split toor dal),2 cups chow chow (chayote squash) - cut into cubes,30 grams tamarind - soaked in 1 cup of water,1 onion - sliced,2 tomatoes - chopped,1 tablespoon sambar powder,1/4 teaspoon turmeric powder (haldi),4 sprig coriander (dhania) leaves - roughly chopped,sunflower oil - as required,salt - as required,1 teaspoon sesame (gingelly) oil - or vegetable oil,1 teaspoon mustard seeds,1/4 teaspoon asafoetida (hing),1 dry red chillies,1 sprig curry leaves - roughly torn']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muttaikose Poriyal Recipe -  Purple Cabbage Poriyal | Red Cabbage Sabzi,no onion no garlic (sattvic),45,South Indian Recipes,"['500 grams purple cabbage - roughly chopped or sliced thin,salt - to taste,2 tablespoons water,1 teaspoon coconut oil,1 teaspoon mustard seeds,2 teaspoons white urad dal (split),2 sprig curry leaves - finely chopped,1/4 teaspoon asafoetida (hing),2 green chillies - slit,1/4 cup fresh coconut - grated']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basil Pesto Grilled Chicken Recipe,high protein non vegetarian,90,Continental,"['1 chicken breasts,1 tablespoon fresh cream,1 teaspoon lemon juice,2 tablespoons garlic butter,250 grams basil leaves - with stems removed,1/4 cup walnuts - toasted,4 cloves garlic - finely chopped,salt - to taste,1 tablespoon whole black peppercorns - coarsely pounded,2 tablespoons extra virgin olive oil,1/2 cup parmesan cheese - grated']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Menthya Matvadi Palya Recipe - Madhwa Brahmin Style Methi-Chana Dal Sabzi,diabetic friendly,135,Karnataka,"['50 grams methi leaves (fenugreek leaves),1 tablespoon sunflower oil,1 teaspoon mustard seeds,1 sprig curry leaves,2 dry red chillies,salt - to taste,1/2 cup chana dal (bengal gram dal) - soaked for 2 hours,1/2 cup fresh coconut - grated,6 dry red chillies,1 teaspoon coriander (dhania) seeds,curry leaves - few,1 teaspoon cumin seeds (jeera),1/4 teaspoon turmeric powder (haldi),1/4 teaspoon asafoetida (hing)']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goan Sorak Curry Recipe,vegetarian,30,Goan Recipes,"['1 cup fresh coconut - grated,6 kashmiri dry red chilli,3 cloves garlic,1 onion,2 tablespoon coriander (dhania) seeds,3/4 teaspoon cumin seeds (jeera),1/2 teaspoon turmeric powder (haldi),water - as required,1 tablespoon sunflower oil,6 kokum (malabar tamarind),2 green chillies - slit,1 teaspoon jaggery,salt - to taste,coriander (dhania) leaves - chopped']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stir Fried Tofu and Celery Recipe,vegan,25,Asian,"['1 cup tofu,2 tablespoon corn flour,2 teaspoon black pepper powder,1 teaspoon soy sauce,salt - to taste,1 onion - chopped,1 cup celery - chopped,1 tablespoon ginger garlic paste,2 tablespoon green chilli sauce,1 tablespoon soy sauce,1 teaspoon sugar,1 tablespoon black pepper powder']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ice Wine Panna Cotta Recipe,vegetarian,20,Italian Recipes,"['2-1/2 cups heavy whipping cream,3/4 cup sugar,2 tablespoons lemon juice,1/2 cup ice wine - (or any other sweet dessert wine),blackberries - or any berries for garnish']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danyachi Amti Recipe (Maharashtrian Style Groundnut Curry),vegetarian,15,Maharashtrian Recipes,"['1 cup raw peanuts (moongphali) - roasted,2-1/2 cups water,2 teaspoon sugar,1/4 cup buttermilk - or 4-5 pieces amsul (dried kokum skin),2 teaspoons cumin seeds (jeera),ghee - as required,3-4 green chillies - finely chopped,salt - to taste (or kala namak when fasting),3 sprig coriander (dhania) leaves - chopped']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacha Payir Kulambu Recipe (South Indian Style Green Gram Curry),high protein vegetarian,160,South Indian Recipes,"['1 cup green moong dal (whole),1 onion - finely chopped,1 tomato - finely chopped,2 green chillies - slit,2 dry red chillies,asafoetida (hing) - a pinch,1/4 teaspoon turmeric powder (haldi),1/2 teaspoon red chilli powder,1 teaspoon coriander powder (dhania),1 teaspoon sambar powder,salt - as required,1/2 teaspoon mustard seeds,1 teaspoon cumin seeds (jeera),2 teaspoons sunflower oil']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whole Wheat And Ragi Crepe With Muesli And Strawberry Recipe,sugar free diet,20,Continental,"['1 cup whole wheat flour,1/4 cup ragi flour (finger millet/ nagli),1 whole egg,1 tablespoon vanilla extract,1 teaspoon baking powder,1 teaspoon nutmeg powder,salt - to taste,1 cup strawberries - sliced,1/2 cup muesli,4 tablespoons almond butter']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palak Bhajia Recipe - Spinach Pakoras,vegetarian,35,Indian,"['3/4 cup spinach leaves (palak) - tightly packed,5-6 tablespoons gram flour (besan),1 tablespoon rice flour,1 pinch baking soda,1 pinch asafoetida (hing),1/4 teaspoon turmeric powder (haldi),1/2 teaspoon red chilli powder,1/2 teaspoon cumin powder (jeera),salt - to taste,1/4 teaspoon ajwain (carom seeds)']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinese Bhel Recipe - No Onion No Garlic,vegetarian,30,Fusion,"['1 cup wheat noodles - boiled and fried,2 carrots (gajjar) - thinly sliced,1 green bell pepper (capsicum) - thinly sliced,10 green beans (french beans) - thinly sliced,2 tablespoons soy sauce,2 tablespoons red chilli sauce,1 tablespoon tomato ketchup,salt - to taste,whole black peppercorns - crushed,2 sprig coriander (dhania) leaves - chopped for garnish']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corn Halwa Recipe - Makki Ka Halwa,vegetarian,25,Indian,"['2 cups sweet corn,1/2 cup milk,1/2 cup sugar,4 tablespoons ghee,saffron strands - a generous pinch,2 cardamom (elaichi) pods/seeds,10 whole cashews']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thandu Keerai Poriyal Recipe - Amaranth Leaves Stir Fry,diabetic friendly,35,South Indian Recipes,"['300 grams green amaranth leaves - washed and chopped,1/2 teaspoon mustard seeds,1/2 teaspoon cumin seeds (jeera),1 teaspoon white urad dal (split),1 sprig curry leaves,1/4 teaspoon ssp asafoetida (hing),salt - to taste,1 tablespoon fresh coconut - grated']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
लोबिया सांबर रेसिपी - Black Eyed Beans Sambar`Recipe,high protein vegetarian,50,South Indian Recipes,"['1 कप लोबिया,1/4 कप अरहर दाल,1 प्याज - बारीक काट ले,1 टमाटर - बारीक काट ले,2 छोटे चमच्च सांबर पाउडर,1 छोटा चमच्च लाल मिर्च पाउडर,1/4 छोटा चमच्च हल्दी पाउडर - + 1/4 छोटा चमच्च,1 छोटा चमच्च नमक,2 कली लहसुन,1/4 कप हरा धनिया - बारीक काट ले,2 बड़े चमच्च तेल,1/8 छोटा चमच्च हींग,2 सुखी लाल मिर्च,1/2 छोटा चमच्च मेथी के दाने,1 छोटा चमच्च राइ,1 छोटा चमच्च सफ़ेद उरद दाल']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kovakka Thoran (Poriyal) Recipe,vegetarian,25,Tamil Nadu,"['500 grams tindora (dondakaya/ kovakkai) - cut into desired shape,1/2 cup fresh coconut - grated,2 green chillies,2 sprig curry leaves,1/2 teaspoon cumin seeds (jeera),1/2 teaspoon mustard seeds,1/2 teaspoon turmeric powder (haldi),salt - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
चिकन टिक्की रेसिपी - Chicken Tikki Recipe,high protein non vegetarian,25,Indian,"['400 ग्राम चिकन - कस ले/मीन्स कर ले,1 प्याज - बारीक काट ले,4 टहनी हरा धनिया - बारीक काट ले,1 छोटा चम्मच अदरक लहसुन का पेस्ट,2 बड़े चम्मच चावल का आटा,नमक - स्वाद अनुसार,1 अंडे - फेट ले,1 कप ब्रेड क्रम्ब्स,2 बड़े चम्मच तेल - तलने के लिए,1 बड़ा चम्मच गरम मसाला पाउडर,1 छोटा चम्मच लाल मिर्च पाउडर,1 छोटा चम्मच हल्दी पाउडर,1 छोटा चम्मच धनिया पाउडर,1/2 छोटा चम्मच जीरा पाउडर']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Velvet Cake Recipe,eggetarian,120,Continental,"['75 grams butter - softened,150 grams caster sugar,1/2 teaspoon vanilla extract,2 whole eggs - separated,125 grams all purpose flour (maida),12 grams corn flour,1/2 teaspoon baking powder,1 tablespoon cocoa powder,125 ml buttermilk,1 tablespoons red food color,1/2 teaspoon white vinegar,1/2 teaspoon baking soda,1 cup britannia cream cheese,1 cup heavy whipping cream,1/2 cup icing sugar']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karatyacho Fodi Recipe - Pan Fried Bitter Gourd,vegetarian,35,Goan Recipes,"['2 karela (bitter gourd/ pavakkai),1/2 teaspoon red chilli powder,1/2 teaspoon turmeric powder (haldi),2 tablespoons sooji (semolina/ rava),salt - to taste,2 tablespoons extra virgin olive oil - or any cooking oil']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jowar Atta Roti Recipe - Sorghum Wheat Phulka Recipe,vegetarian,30,Indian,"['1/2 cup jowar flour (sorghum),1 cup whole wheat flour,salt - to taste,1 teaspoon black pepper powder,1 tablespoon sunflower oil,water - to knead']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cream Cheese Scrambled Eggs Recipe,eggetarian,20,Continental,"[""3 whole eggs,2 onions - finely chopped,2 green chillies - finely chopped,1 green bell pepper (capsicum) - finely chopped,2 tablespoons cheese spread - britannia's classic cheese spreadz,salt - to taste,black pepper powder - for seasoning,sunflower oil - for cooking""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pavakkai Poriyal Recipe - Karela Ki Sabzi,vegetarian,50,South Indian Recipes,"['500 grams karela (bitter gourd/ pavakkai) - cut into small dices (remove excess seeds from inside),1/2 teaspoon turmeric powder (haldi),1/2 teaspoon mustard seeds,1 teaspoon white urad dal (split),1/4 teaspoon ssp asafoetida (hing),2 sprig curry leaves - torn,1/2 teaspoon sambar powder,1/2 teaspoon red chilli powder,1 teaspoon amchur (dry mango powder),2 tablespoons jaggery - or more to suit your taste,1/4 cup roasted peanuts (moongphali) - coarsely pounded,2 tablespoons sunflower oil,coriander (dhania) leaves - small bunch,salt - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
माँगा ओगरे रेसिपी - Manga Ogre Recipe,vegetarian,80,Indian,"['1-1/2 कप चावल - पके हुए,नमक - स्वाद अनुसार,1 कच्चा आम - छीलकर कस ले,1/4 कप नारियल - कस ले,2 छोटे चम्मच राइ,3 हरी मिर्च - काट ले,1/2 छोटा चम्मच हल्दी पाउडर,हरा धनिया - बारीक काट ले,1/4 छोटा चम्मच गुड़ - कस ले,1 बड़ा चम्मच तेल,1 टहनी कढ़ी पत्ता,1 छोटा चम्मच जीरा,1 छोटा चम्मच राइ,2-3 छोटे चम्मच चना दाल,1/2 छोटा चम्मच हींग']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
लोबिया मसाला रेसिपी - Lobia Masala Recipe,high protein vegetarian,45,North Indian Recipes,"['1 कप लोबिया,1/2 कप टमाटर प्यूरी,1 प्याज - बारीक काट ले,1 छोटा चम्मच जीरा,1 इंच अदरक - छिलकर कस ले,3 कली लहसुन,2 हरी मिर्च - बारीक काट ले,1 इंच दालचीनी,1/2 छोटा चम्मच हल्दी पाउडर,1 छोटा चम्मच धनिया पाउडर,1 छोटा चम्मच लाल मिर्च पाउडर,1 छोटा चम्मच गरम मसाला पाउडर,1 छोटा चम्मच गुड़,1 छोटा चम्मच निम्बू का रस,नमक - स्वाद अनुसार,1 छोटा चम्मच ओलिव का तेल,हरा धनिया - काट ले']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
लौकी चना दाल रेसिपी - Lauki Chana Dal (Recipe In Hindi),diabetic friendly,60,Gujarati Recipes﻿,"['1 लौकी - छीलकर काट ले,1 कप चना दाल,1 छोटा चमच्च जीरा,1 तेज पत्ता,1 छोटा चमच्च अदरक - कस ले,1 टमाटर - बारीक काट ले,1 छोटा चमच्च धनिया पाउडर,1/4 छोटा चमच्च हल्दी पाउडर,1/2 छोटा चमच्च लाल मिर्च पाउडर - स्वाद अनुसार,1 छोटा चमच्च शक्कर,1 हरा धनिया - थोड़ा,1 छोटा चमच्च तेल,1 छोटा चमच्च जीरा,2 सुखी लाल मिर्च,नमक - स्वाद अनुसार']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vietnamese Rice Pocket Recipe With Caramelised Onions & Chillies,vegetarian,30,Vietnamese,"['1 cup rice,100 grams onion - sliced,2 dry red chillies - sliced,sunflower oil']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mixed Vegetable Samosa Recipe,vegetarian,55,North Indian Recipes,"['2 cup all purpose flour (maida),3 tablespoon sunflower oil,1/4 teaspoon ajwain (carom seeds),1/2 teaspoon lemon juice,4 potatoes (aloo) - medium size,1/2 cup green peas (matar) - boiled,1/4 cup carrot (gajjar) - boiled and finely chopped,1/4 teaspoon mustard seeds,1/4 teaspoon coriander (dhania) seeds,1/4 cup onion - finely chopped,5 curry leaves,3 green chilli - finely chopped,1 inch ginger - grated,1/2 teaspoon red chilli powder,1/2 teaspoon coriander powder (dhania),1/4 teaspoon turmeric powder (haldi),1 teaspoon garam masala powder,salt - to taste,sunflower oil - to fry,salt - to taste,sunflower oil - to fry']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
मिर्ची पकौड़ी रेसिपी - Mirchi Pakodi (Recipe In Hindi),vegetarian,40,Indian,"['6 हरी मिर्च - बड़ी वाली,2 बड़े चमच्च इमली का पेस्ट,2 बड़े चमच्च गुड़,1/4 छोटा चमच्च अजवाइन,1/4 छोटा चमच्च सौंफ पाउडर,3 बड़े चमच्च बेसन - भूना हुआ,1/4 छोटा चमच्च लाल मिर्च पाउडर,नमक - स्वादानुसार,1-1/2 कप बेसन,1/2 छोटा चमच्च बेकिंग सोडा,हल्दी पाउडर - चुटकीभर,अजवाइन - चुटकीभर,पानी - जरूरत अनुसार,प्याज - (बारीक काटा हुआ) जरूरत अनुसार,मूंगफली\xa0 - मसाला मूंगफली जरूरत अनुसार,हरा धनिया - (बारीक काट हुआ) जरूरत अनुसार,नीम्बू का रस - जरूरत अनुसार,चाट मसाला पाउडर - जरूरत अनुसार']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lugai Gosht Recipe - Mutton In Spicy Tomato Onion Gravy,non vegeterian,45,North Indian Recipes,"['1 kg mutton,750 grams onion - thinly sliced,750 grams tomato - finely chopped,sunflower oil - as required,ghee - as required,3 cardamom (elaichi) pods/seeds -,3 green chillies,1 tablespoon ginger garlic paste,1/2 inch ginger - thinly sliced,1 inch cinnamon stick (dalchini),1 teaspoon cumin seeds (jeera),4 whole black peppercorns,1/2 tablespoon cumin powder (jeera) - adjustable,1/2 tablespoon red chilli powder - adjustable,2 dry red chillies,salt - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalkandu (Kallusakkare) Pongal Recipe | Rice Pudding with Rock Candy,vegetarian,40,South Indian Recipes,"['1/4 cup rice,1 cup milk - + 1 tablespoon,1/4 cup candy sugar,4 teaspoon ghee,4-6 mixed dry fruits - i used raisins and cashews,1 pinch saffron strands,1 pinch edible camphor (pacha karpooram) - optional but recommended']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shakkarkandi ke Laddu | Sweet Potato Laddu Recipe,vegetarian,70,Indian,"['2 cups sweet potatoes - boiled and mashed,3/4 cup sugar - adjust as per taste,3 tablespoons fresh coconut - (grated) for filling + 1 tablespoon (for garnishing),1/2 teaspoon cardamom powder (elaichi),1 tablespoon badam (almond) - crushed coarsely,1 tablespoon cashew nuts - crushed coarsely,10 raisins,1/4 cup ghee']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
गाजर की चटनी रेसिपी - Carrot Chutney (Recipe In Hindi),vegetarian,90,Indian,"['3 गाजर,1 बड़ा चमच्च राइ,1 छोटा चमच्च गुड,8 सुखी लाल मिर्च,नमक - स्वाद अनुसार,1 बड़ा चमच्च तेल,1 छोटा चमच्च राइ,6 कढ़ी पत्ता']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dal Palak Recipe With Moong & Masoor Dal,high protein vegetarian,55,North Indian Recipes,"['1/2 cup yellow moong dal (split),1/2 cup masoor dal (whole),250 grams spinach leaves (palak) - chopped and steamed,1 tomato - finely chopped,1 inch ginger - grated,1 teaspoon turmeric powder (haldi),1/2 teaspoon cumin powder (jeera),1/2 teaspoon garam masala powder,salt - to taste,1 tablespoon ghee,1/2 teaspoon cumin seeds (jeera),2 dry red chillies']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mumbai Style Pani Puri Recipe,vegetarian,30,North Indian Recipes,"['30 pani puris,2 cups green chutney (coriander & mint),2 cups sweet chutney (date & tamarind),1/4 cup green moong dal (whole) - or black gram,1/4 boondi']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spicy Moroccan Eggs Recipe,eggetarian,40,African,"['2 teaspoons extra virgin olive oil,1 onion - chopped or thinly sliced,3 cloves garlic - finely chopped,1 tablespoon harissa paste,1 tablespoon coriander powder (dhania),1 cup vegetable stock,1 cup kala chana (brown chickpeas) - soaked overnight,2 cups tomatoes - fine chopped,1/2 cup yellow bell pepper (capsicum) - finely sliced,spinach leaves (palak) - a bunch,2 tablespoons coriander (dhania) leaves - chopped,3 whole eggs - (adjust number to size of pan),salt and pepper - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zoodles Salad Recipe - Zucchini Noodles,vegetarian,20,Continental,"['1 green zucchini,1 tablespoon extra virgin olive oil,salt - to taste,1 teaspoon black pepper powder,1 teaspoon lemon juice,basil leaves - a handful,5 cherry tomatoes - cut into halves']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paneer Makhana Gulgule Chaat Recipe - No Onion No Garlic,no onion no garlic (sattvic),30,North Indian Recipes,"['1 cup paneer (homemade cottage cheese) - crumbled,3 potatoes (aloo) - boiled and peeled,2 cups phool makhana (lotus seeds) - roasted,2 tablespoons gram flour (besan),salt - to taste,1 teaspoon cumin powder (jeera),1 teaspoon black pepper powder,1 green chilli - finely chopped,1/2 teaspoon red chilli powder,1/4 cup coriander (dhania) leaves - finely chopped,1 cucumber - grated,salt - to taste,1 tablespoon lemon juice,1/4 cup green chutney (coriander & mint),1/4 cup sweet chutney (date & tamarind)']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheesy Pasta Casserole With Broccoli And Cheese Recipe,vegetarian,60,Italian Recipes,"['250 grams penne pasta - or any other small pasta,200 grams broccoli - cut into florets,2 cloves garlic - grated,1/4 cup britannia cream cheese,1/2 cup fresh cream - (plain or any flavour of your choice),1/2 cup milk,1 tablespoon dijon mustard,salt and pepper - to taste,1/4 cup parmesan cheese - grated,dill leaves - or basil herb for flavour,extra virgin olive oil - for cooking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Insalata Caprese Salad Recipe,vegetarian,20,Italian Recipes,"['4 tomatoes - sliced 1/4 inch thick,400 grams mozzarella cheese - sliced 1/4 inch thick,50 grams basil leaves - fresh,3 tablespoons red wine vinaigrette,3 tablespoons extra virgin olive oil,salt - to taste,black pepper powder - freshly ground']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mutton Matar Keema Recipe -Minced Mutton With Green Peas,non vegeterian,70,North Indian Recipes,"['750 grams mutton - minced,100 grams curd (dahi / yogurt),4 onions - sliced,10 cloves garlic,1/2 cup ginger - finely sliced,5 potatoes (aloo) - cut into half,1-1/2 cups green peas (matar),4 green chillies - finely chopped,1 teaspoon turmeric powder (haldi),2-1/2 tablespoons coriander powder (dhania),2 tablespoons red chilli powder,salt - as required,sunflower oil - as required,1/4 cup coriander (dhania) leaves - finely chopped,4 dry red chillies,2 bay leaf (tej patta),6 black pepper powder,4 cloves (laung),1-1/2 inch cinnamon stick (dalchini),4 cardamom (elaichi) pods/seeds,4 black cardamom (badi elaichi),1 tablespoon ajwain (carom seeds)']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajma Wrap Recipe With Carrot Cucumber Sandwich Spread,vegetarian,60,Indian,"['2 whole wheat flour tortilla - or large roti,2 tablespoons veeba carrot cucumber sandwich spread,1 onion - thinly sliced,1/4 cup mint leaves (pudina),1/2 cup rajma (large kidney beans) - soaked for 8 hours,4 cloves garlic - finely chopped,1 teaspoon eggless mayonnaise,1 tablespoon veeba pizza & pasta sauce,1 teaspoon sunflower oil,salt - to taste,1/2 red bell pepper (capsicum) - thinly sliced']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
पालक चना दाल रेसिपी - Palak Chana Dal Recipe,high protein vegetarian,50,North Indian Recipes,"['1 कप चना दाल - 20 मिनट के लिए पानी में भिगो दे,200 ग्राम पालक - धो कर काट ले,3 कप पानी,1 छोटा चम्मच हल्दी पाउडर,नमक - स्वाद अनुसार,2 बड़े चम्मच घी,1/4 छोटा चम्मच हींग,1 छोटा चम्मच जीरा,2 सुखी लाल मिर्च,1 बड़ा चम्मच अदरक लहसुन का पेस्ट,1 प्याज - काट ले,2 हरी मिर्च - काट ले,1 टमाटर - काट ले,1/2 छोटा चम्मच हल्दी पाउडर,1/2 छोटा चम्मच लाल मिर्च पाउडर,1/2 छोटा चम्मच जीरा पाउडर,नमक - स्वाद अनुसार']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apple Pancake Mess Recipe,vegetarian,35,Continental,"['2 apple,2 tablespoon butter (unsalted),1/2 tablespoon cinnamon powder (dalchini),2 tablespoon brown sugar (demerara sugar),2 tablespoon curd (dahi / yogurt),1 tablespoon chia seeds,1 tablespoon fresh coconut - grated,1 tablespoon fresh pomegranate fruit kernels,1 cup all purpose flour (maida),2 tablespoons sugar,2 teaspoons baking powder,1 cup milk,salt - a pinch,3 tablespoons butter - melted,1 whole egg']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
French Onion Tart Recipe,vegetarian,100,Continental,"['750 grams red onion - thin sliced,2 tablespoons balsamic vinegar,1 tablespoon sugar,salt - a pinch or two (adjust),fresh thyme leaves - few sprigs,1 lemon - juiced,2 tablespoons butter (unsalted),2 cups all purpose flour (maida),150 grams chilled butter - cubed,salt - to taste,1 tablespoon sugar,1/2 cup chilled water']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthani Makki Ka Chatpata Dhokla Recipe,diabetic friendly,40,Rajasthani,"['15 cloves garlic,6 green chillies,6 sprig coriander (dhania) leaves - finely chopped,2 cups makki ka atta (yellow corn meal flour),1 teaspoon baking soda,salt - as required,water - as required']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
